partyname_1,origname_1,cmp_id_1,rile_1,lrgen_1,cses_lr_1,cses_expert_1,tev_lr_1,country_1,electionyear_1,partyname_2,origname_2,cmp_id_2,rile_2,lrgen_2,cses_lr_2,cses_expert_2,tev_lr_2,country_2,electionyear_2
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Conservative People’s Party,Det Konservative Folksparti,13620,36,7.311111092567444,NA,NA,NA,Denmark,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Danish Social-Liberal Party,Det Radikale Venstre,13410,-13.043,4.940740764141083,NA,NA,NA,Denmark,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Progress Party,Fremskridtspartiet,13951,28,8.8111114501953125,NA,NA,NA,Denmark,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Christian People’s Party,Kristeligt Folkeparti,13520,15.126,6.0592591762542725,NA,NA,NA,Denmark,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Social Democratic Party,Socialdemokraterne,13320,-20.261,3.718518316745758,NA,NA,NA,Denmark,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Socialist People’s Party,Socialistisk Folkeparti,13230,-35.328,1.970370411872864,NA,NA,NA,Denmark,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Liberals,"Venstre, Danmarks Liberale Parti",13420,37.5,7.096295952796936,NA,NA,NA,Denmark,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Democratic Alternative,Demokraattinen Vaihtoehto,14222,-42.466,NA,NA,NA,NA,Finland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Pensioners for the People,Eläkeläiset Kansan Asialla,NA,NA,NA,NA,NA,NA,Finland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,National Coalition,Kansallinen Kokoomus,14620,-30.496,7.1703702211380005,NA,NA,NA,Finland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Finnish Rural Party,Perussuomalaiset,14820,-23.81,6.088889241218567,NA,NA,NA,Finland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Swedish People’s Party,Ruotsalainen kansanpuolue/ Svenska folkpartiet; Suomen ruotsalainen kansanpuolue/Svenska folkpartiet i Finland,14901,-29.53,6.140740513801575,NA,NA,NA,Finland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Finnish People’s Democratic Union,Suomen Kansan Demokraattinen Liitto,14221,-46.515,NA,NA,NA,NA,Finland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Centre Party,Suomen Keskusta,14810,-10.549,5.688889026641846,NA,NA,NA,Finland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Finnish Christian Union,Suomen Kristillinen Liitto; Kristillisdemokraatit,14520,25.926,7.496296167373657,NA,NA,NA,Finland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Finnish Social Democrats,Suomen Sosialidemokraattinen Puolue,14320,-45.455,3.2592594623565674,NA,NA,NA,Finland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Left Alliance,Vasemmistoliitto,14223,NA,2.1259258687496185,NA,NA,NA,Finland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Green Union,Vihreä Liitto,14110,-38.614,NA,NA,NA,NA,Finland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,National Front,Front National; Rassemblement national,31720,39.96,9.900000095367432,NA,NA,NA,France,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Green Party; Europe Ecology—The Greens,Les Verts; Europe Écologie Les Verts,31110,NA,3.661111146211624,NA,NA,NA,France,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Union for French Democracy,Mouvement Démocrate,31624,10.909,NA,NA,NA,NA,France,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,French Communist Party,Parti Communiste Français,31220,-19.8,1.4222221821546555,NA,NA,NA,France,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Left Radical Party,Parti Radical de Gauche,31421,NA,4.011111259460449,NA,NA,NA,France,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Socialist Party,Parti Socialiste,31320,-13.6,3.0222220718860626,NA,NA,NA,France,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Rally for the Republic; Union for Popular Movement The Republicans,Rassemblement pour la République; Union pour un Mouvement Populaire Les Républicains,31626,NA,7.933333218097687,NA,NA,NA,France,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Union for a New Majority - Conservatives/Gaullists,Union de la Nouvelle Majorite - Conservatives/Gaullists,31622,15.4,NA,NA,NA,NA,France,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Union for a New Majority - Gaullists/Conservatives,Union de la Nouvelle Majorite - Gaullists/Conservatives,31621,23.5,NA,NA,NA,NA,France,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Union for French Democracy Democratic Movement,Union pour la Démocratie; Française Mouvement Démocrate,NA,NA,6.4666664600372314,NA,NA,NA,France,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Alliance 90; The Greens,Bündnis ’90; Die Grünen,41113,NA,2.5703704357147217,NA,NA,NA,Germany,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Christian Democratic Union of Germany,Christlich Demokratische Union Deutschlands,NA,NA,6.4666664600372314,NA,NA,NA,Germany,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Christian Social Union in Bavaria,Christlich Soziale Union in Bayern,NA,NA,7.600000500679016,NA,NA,NA,Germany,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Christian Democratic Union/Christian Social Union,Christlich-Demokratische Union/Christlich-Soziale Union,41521,9.89,NA,NA,NA,0.7776246719160105,Germany,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,The Greens,Die Grünen,41111,-22.967,NA,NA,NA,0.15826201448321264,Germany,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Free Democratic Party,Freie Demokratische Partei,41420,11.22,5.103703737258911,NA,NA,0.6258043335521996,Germany,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Republikaner,Republikaner,NA,NA,9.200000166893004,NA,NA,NA,Germany,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Social Democratic Party of Germany,Sozialdemokratische Partei Deutschlands,41320,-13.879,3.2370367646217346,NA,NA,0.263672131147541,Germany,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,New Democracy,Nea Dimokratia,34511,35.968,NA,NA,NA,NA,Greece,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Panhellenic Socialist Movement,Panellinio Socialistiko Kinima,34313,-14.655,NA,NA,NA,0.6370769607912071,Greece,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Progressive Left Coalition,Synaspismos tis Aristeras kai tis Proodou,34211,-11.04,NA,NA,NA,0.22242647058823525,Greece,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,People’s Alliance,Alþýðubandalagið,15220,-6.4,NA,NA,NA,0.16450463292943693,Iceland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Social Democratic Party,Alþýðuflokkurinn,15320,-18,NA,NA,NA,0.49392857142857144,Iceland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Citizens’ Party,Borgaraflokkurinn,15621,-0.1,NA,NA,NA,0.786946736684171,Iceland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Progressive Party,Framsóknarflokkurinn,15810,-10.4,NA,NA,NA,0.557541100786276,Iceland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Women’s Alliance,Samtök um Kvennalista,15951,-21.7,NA,NA,NA,0.3640969162995595,Iceland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Independence Party,Sjálfstæðisflokkurinn,15620,28.7,NA,NA,NA,0.8800142247510668,Iceland,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Soldiers of Destiny,Fianna Fáil,53620,-8.424,NA,NA,NA,NA,Ireland,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Family of the Irish,Fine Gael,53520,-10.755,NA,NA,NA,NA,Ireland,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Green Party,Green Party/Comhaontas Glas,53110,-10.945,NA,NA,NA,NA,Ireland,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Progressive Democrats,Progressive Democrats,53420,-2.917,NA,NA,NA,NA,Ireland,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Labour Party,Páirti Lucht Oibre,53320,-29.282,NA,NA,NA,NA,Ireland,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Workers’ Party,Páirtí na nOibri,53220,-32.357,NA,NA,NA,NA,Ireland,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Italian Social Movement-National Right,Alleanza Nazionale,32710,53.659,9.140741229057312,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Italian Communist Party,Democratici di Sinistra,32220,-22.887,NA,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Proletarian Democracy,Democrazia Proletaria,32211,-21.111,NA,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Green Federation,Federazione dei Verdi,32110,1.744,NA,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Northern League,Lega Nord,32720,NA,NA,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Democratic Party of the Left; Democrats of the Left,Partito Democratico della Sinistra; Democratici di Sinistra,NA,NA,1.06666661798954,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Italian Liberal Party,Partito Liberale Italiano,32420,30.366,NA,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Christian Democrats,Partito Popolare Italiano,32520,4.25,NA,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Italian Republican Party,Partito Repubblicano Italiano,32410,45.763,4.9037036299705505,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Italian Democratic Socialist Party,Partito Socialista Democratico Italiano; Socialisti Democratici Italiani,32330,18.276,5.174074172973633,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Italian Socialist Party,Partito Socialista Italiano,32320,4.24,NA,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Radical Party,Radicali Italiani,32310,32.624,2.3000000417232513,NA,NA,NA,Italy,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Action Committee for Democracy and Pension Justice,Alternativ Demokratesch Reformpartei/Parti Réformiste d'Alternative Démocratique,23951,-7.853,NA,NA,NA,NA,Luxembourg,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Christian Social People’s Party,Chrëschtlech Sozial Vollekspartei/Parti Chrétien Social,23520,5.4,NA,NA,NA,NA,Luxembourg,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Democratic Party,Demokratesch Partei/Parti Démocratique,23420,1.7,NA,NA,NA,NA,Luxembourg,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Green Alternative,Déi Gréng Alternativ/Parti de l'Alternative Verte,23112,-22.5,NA,NA,NA,NA,Luxembourg,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Green Left Ecological Initiative,"Gréng Lëscht Ekologesch Initiativ/Liste Verte, Initiative Écologiste",23111,-17.5,NA,NA,NA,NA,Luxembourg,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Communist Party of Luxembourg,Kommunistesch Partei vu Lëtzebuerg/Parti Communiste Luxembourgeois,23220,-41.039,NA,NA,NA,NA,Luxembourg,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Socialist Workers’ Party of Luxembourg,Lëtzebuerger Sozialistesch Arbechterpartei/Parti Ouvrier Socialiste Luxembourgeois,23320,-16.2,NA,NA,NA,NA,Luxembourg,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Centre Democrats,Centrum Democraten,22711,3.114,9.399999976158142,NA,NA,NA,Netherlands,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Christian Democratic Appeal,Christen-Democratisch Appél,22521,-8.8,5.825926065444946,NA,NA,0.66991643454039,Netherlands,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Democrats‘66,Democraten 66,22330,-7.5,4.2814818024635315,NA,NA,0.35695229127432515,Netherlands,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Reformed Political League,Gereformeerd Politiek Verbond,22527,28.686,8.85185182094574,NA,NA,NA,Netherlands,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Green Left,GroenLinks,22110,-15,0.9000000357627869,NA,NA,0.11983958480773768,Netherlands,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Labour Party,Partij van de Arbeid,22320,-20.6,3.2370367646217346,NA,NA,0.23437980917205292,Netherlands,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Reformatory Political Federation,Reformatorische Politieke Federatie,22528,17.811,8.992592692375183,NA,NA,NA,Netherlands,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Reformed Political Party,Staatkundig Gereformeerde Partij,22952,34.021,8.992592692375183,NA,NA,0.7202508960573477,Netherlands,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,People’s Party for Freedom and Democracy,Volkspartij voor Vrijheid en Democratie,22420,4.5,7.059258818626404,NA,NA,0.7078017474677182,Netherlands,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Norwegian Labour Party,Arbeiderpartiet,12320,-36,NA,NA,NA,0.3323298210403078,Norway,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Progress Party,Fremskrittspartiet,12951,24.2,NA,NA,NA,0.8010116169195709,Norway,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Conservative Party,Høyre,12620,-7.1,NA,NA,NA,0.4873750505575779,Norway,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Christian People’s Party,Kristelig Folkeparti,12520,-21.4,NA,NA,NA,0.3677523677523678,Norway,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Centre Party,Senterpartiet,12810,-19.9,NA,NA,NA,0.6163053297199639,Norway,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Socialist Left Party,Sosialistisk Venstreparti,12221,-34.7,NA,NA,NA,0.16680759907548345,Norway,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Liberal Party,Venstre,12420,-20.6,NA,NA,NA,NA,Norway,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Left Bloc,Bloco de Esquerda,35211,NA,NA,NA,NA,NA,Portugal,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Social Democratic Center Party,Centro Democrático e Social; Partido Popular; Centro Democrático e Social—Partido Popular,35520,4.04,NA,NA,NA,NA,Portugal,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Democratic Unitarian Coalition,Coligação Democrática Unitária,35229,NA,NA,NA,NA,NA,Portugal,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Democratic Intervention,Intervenção Democrática,35315,32.292,NA,NA,NA,NA,Portugal,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Portuguese Communist Party,Partido Comunista Português,35220,30.128,NA,NA,NA,NA,Portugal,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Ecologist Party ‘The Greens',Partido Ecologista “Os Verdes”,35110,46.296,NA,NA,NA,NA,Portugal,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Social Democratic Party,Partido Popular Democrático; Partido Social Democrata,35313,25.735,NA,NA,NA,NA,Portugal,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Democratic Renewal Party,Partido Renovador Democrático,35312,17.857,NA,NA,NA,NA,Portugal,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Socialist Party,Partido Socialista,35311,-30.303,NA,NA,NA,NA,Portugal,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Earth Party,Partido da Terra,NA,NA,NA,NA,NA,NA,Portugal,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Popular Democratic Union,União Democrática Popular,35210,12.264,NA,NA,NA,NA,Portugal,1987
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Galician Nationalist Bloc,Bloque Nacionalista Galego,33908,NA,NA,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Centre Democrats,Centro Democrático y Social,33512,-4.472,NA,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Convergence and Union,Convergència i Unió,33611,-3.191,6.051851511001587,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Catalan Republican Left,Esquerra Republicana de Catalunya,33905,-20.251,3.662962913513184,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Basque Left,Euskadiko Ezkerra,33901,-23.499,NA,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,We Basque Citizens,Euskal Herritarrok,NA,NA,0.1666666753590107,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Basque Solidarity,Eusko Alkartasuna,33903,-19.203,NA,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Basque Nationalist Party,Euzko Alderdi Jeltzalea/Partido Nacionalista Vasco,33902,-11.987,6.01111114025116,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,United Left,Izquierda Unida,33220,-40.035,1.9370371103286743,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,The Greens,Los Verdes,NA,NA,NA,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Andalusian Party,Partido Andalucista,33906,-22.418,NA,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Aragonese Regionalist Party,Partido Aragonés,33904,-14.879,7.123636603355408,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,People's Party,Partido Popular,33610,-3.106,7.614814639091492,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Spanish Socialist Workers’ Party,Partido Socialista Obrero Español,33320,-22.312,3.422222137451172,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Valencian Union,Unión Valenciana,NA,NA,NA,NA,NA,NA,Spain,1989
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Social Democratic Labour Party,Arbetarpartiet- Socialdemokraterna; Sveriges Socialdemokratiska Arbetareparti,11320,-23.9,3.081481456756592,NA,NA,0.31977235008200755,Sweden,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Centre Party,Centerpartiet,11810,-5.3,5.748148560523987,NA,NA,0.5906450305323426,Sweden,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,People’s Party,Folkpartiet liberalerna; Liberalerna,11420,-7.7,5.481481552124023,NA,NA,0.6707889150391256,Sweden,1988
Party of Liberty and Progress,Open Vlaamse Liberalen en Democraten,21421,6.923,7.533333897590637,NA,NA,NA,Belgium,1987,Christian-Democrats,Kristdemokraterna,11520,NA,NA,NA,NA,NA,Sweden,1988
